Title,Review,Writer,Category,Update Date
서울시 청년수당 1회차 후기,"서울시에서 청년수당을 지원 받으니 독서실, 식비 등 생활에 필요한 부분들에 대한 부담을 덜 수 있었습니다. 다음 회차부터는 학자금 대출도 차차 갚아 나갈 예정입니다. 또한, 도서, 정장 등의 앞으로도 필요한 부분을 청년수당의 도움으로 준비해 나갈 예정입니다. 감사합니다.",김**,2024/1 청년수당,2024-05-20
청년수당 후기,"안녕하세요. 2024년도 청년수당 정책에 당선된 고시생입니다.
<br>학기를 마치고 본격적인 고시생활을 시작하게 되었습니다. 생각했던 것보다 공부기간이 길어지면서 경제적인 어려움이 있었습니다. 이번년도를 마지막으로 생각하고 공부를 시작했는데, 청년수당에 선정되어 경제적인 어려움을 일부분 해소하게 되었습니다. 정말 감사드립니다.",권**,2024/1 청년수당,2024-05-20
4월~5월 사용후기,"인터넷으로 영어교재를 지불하여 교재비로 사용하였습니다.
스터디카페를 등록하여 교육비로 사용하였습니다.
4월 29일 간편계좌로 교재를 잘못 구매하여 카드에 돈을 다시 넣어놓았습니다.(자료 있음)",박**,2024/1 청년수당,2024-05-20
청년수당 후기,"최근 물가도 많이 오르고 금전적으로 힘든 부분이 많았는데 청년수당을 통해 이러한 부담을 조금이나마 경감할 수 있어서 다행이라고 생각합니다
이런 좋은 취지의 정책이 많아졌으면 좋겠네요",정**,2024/1 청년수당,2024-05-20
감사합니다,"덕분에 학업에 집중하고, 가족들이 편하게 생계를 유지할 수 있게 되었습니다.",김**,2024/1 청년수당,2024-05-20
생활에 많이 도움 될 거 같아 기대감이 커요!,요즘 물가가 많이 올라 생활비 식비 등 많은 부담이 있었는데 서울시 청년 수장으로 인하여 많이 도움이 될 거 같아 기대감이 커요!!,김**,2024/1 청년수당,2024-05-20
청년수당 후기,"안녕하세요 청년수당을 받아 사용중인 30대 남자입니다.
우선 이렇게 청년수당을 주심에 너무나 감사할따름이고 유용하고 가뭄의 단비처럼 사용하고 있다는 점 말씀드리고 싶네요
요즘 밥 한끼, 커피 한잔의 가격조차 너무나 부담스럽고 자기개발을 위한 비용 또한 감당이 쉽지 않은데
청년수당을 통해 이러한 점들을 조금이나마 해결하고 도움을 받을 수 있음에 행복합니다!
이를 토대로 더욱 성공하는 삶을 살도록 힘차게 나아갈 것입니다! 감사합니다",강**,2024/1 청년수당,2024-05-20
청년수당 후기,구직활동 및 직무 전환 교육에 드는 여러가지 비용들을 청년수당을 통해 지원받아서 저에게 많은 도움이 되고있습니다. 감사합니다.,유**,2024/1 청년수당,2024-05-20
청년수당 후기,직업박람회도 다녀오고 구직활동은 하기위해 외출하면서 식사비용이나 교통비 직업교육을 위해 드는 학원비 등 저에게여러가지로 많은 도움이 되고있습니다 감사합니다,노**,2024/1 청년수당,2024-05-20
청년수당 후기,"취업 준비 중 서울시 청년수당 지원 사업이라는 좋은 기회를 접하게 되어 신청하게 되었습니다.
취업 준비 중에 느끼던 금전적, 심적 압박감을 청년수당 덕분에 조금이나마 덜어낼 수 있었기 때문에 열심히 취업 준비에 집중 할 수 있게 되어 현재 취업에 성공하게 되었습니다. 감사합니다.",정**,2024/1 청년수당,2024-05-20
청년 수당 신청하세요,서울로 막 이사오고 막막했는데 도움이 많이 됩니다.!,김**,2024/1 청년수당,2024-05-20
문화패스 좋아요,문화패스 사업으로 평소에 가격때문에 고민하게되는 뮤지컬도 예매하고 새로운 경험을 해본 것 같아요 너무 잘 썼어요 !,김**,2024/1 청년문화패스,2024-05-20
좋아요!,학업을 이어가는데 많은 도움이 됩니당!,배**,2024/1 청년수당,2024-05-20
도움이 됩니다,청년이라면 꼭 놓치지 말고 신청하세요! 큰 도움이 됐습니다,박**,2024/1 청년수당,2024-05-20
좋아뇨,좊습니다,임**,2024/1 청년수당,2024-05-20
서울 사는 청년이라 너무 행복합니다,"정말 힘들때 도움이 많이 되었습니다

저 뿐만이 아닌 다른 정책 참가자도 마찬 가지라고 생각합니다

취업 준비중엔 공과금 내는것도 사실 정말 부담인데

이렇게 좋은 정책덕에 든든하게 취업준비 할 수 있었고 또 원하는 회사에 들어갔습니다

이런 취지의 정책이 많이 활성화 되었으면 좋겠습니다 !! 서울시 최고 !!",김**,2024/1 청년수당,2024-05-20
청년수당 지원후기,청년수당 지원금을 통해서 사회 초기 안정자금으로 저에게 큰 힘이 되었습니다. 월급이 넉넉하지 않은 상황에 지원금을 통해 긍정적인 에너지를 받아 더 힘을내서 회사생활을 이어나가는 역할을 할 수 있었습니다. 감사합니다!,임**,2024/1 청년수당,2024-05-20
청년들의 빛,이러한 정책 덕분에 취업하는 비용 부담이 줄어 취업에 집중할수있는거같아요 감사합니다,이**,2024/1 청년수당,2024-05-20
청년수당후기,"덕분에 취업준비하는데 부담감이 덜어 생활하고 있습니다.
1인청년가구가 많아지고 취업에 어려움이 있는 요즘 아주 도움이 큰 정책이라고 생각합니다.
또한 정책에 신청하면서 알게된 다양한 청년정책을 통해 많은 정보를 알게 되고 지원을 받을 수 있었습니다.
감사합니다.",이**,2024/1 청년수당,2024-05-20
정말정말 감사합니다. 한줄기 희망이 생겼습니다.,"퇴직후 시간이 지나 자금 사정이 빠듯함에 따라 목표를 향해가기 힘든 상황이었습니다. 선정된 덕분에 스터디 활동, 생활비 보조를 받으며 구직 활동과 학업을 이어가는 생활을 할수 있게 되었습니다.",허**,2024/1 청년수당,2024-05-20
청년문화패스 후기!,처음으로 이런거 신청했는데 당첨되어서 너무좋아요 전시회같은 거 좋아하는데 덕분에 자주 갈 수 있게된거같아요,최**,2024/1 청년문화패스,2024-05-20
청년수당 사용내역,"청년수당 1회차 후기

청년수당은 정말 취업준비생에게 꼭 필요한 제도 인거 같습니다.
직무관련 자격증이나 토익, 토스 같은 취업 필수 자격증들을 취득하려면 생각보다 돈이 많이 들고 책값도 정말 비싼데 나라에서 이렇게 지원해준다는건 정말 좋은 정책인 것 같습니다.
저도 1회차 받아서 사용해본 결과 공부에만 집중할 수 있는 환경을 만드는데 아주 도움이 되었습니다 감사합니다",김**,2024/1 청년수당,2024-05-20
청년수당 후기,"비교적 늦게 신입으로 취업을 준비하게 되면서 생활비 전반에 불안함이 컸는데, 청년수당 덕분에 취업 준비에 더 집중할 수 있어서 심적으로 크게 안심이 됩니다. 감사합니다.",오**,2024/1 청년수당,2024-05-19
청년수당 후기,"서울에 불시착하다시피 오게 되어서
심적으로도 경제적으로도 불안한 상황이었는데
이런 좋은 정책이 있어서 많이 안심이 되었어요!

주거비로도 지출이 가능해서 정말 다행입니다.
아직 결과가 정해지지 않은
인턴 신분이라 좀 부담스러웠는데 많이 도움이 됐어요!",이**,2024/1 청년수당,2024-05-19
정말 유용한 복지입니다 😍,"구직난에 시달리면서
수입까지 0원이라 모아둔 돈에서 야금야금 생활비를 쓰고 있었는데
이런 좋은 기회를 얻게 되어서 정말 행복했습니다 ㅠㅠ

4월에는 뭐가 되려는지
취업까지 돼서 남은 수당은 취업수당(?) 으로 받을 생각에
그것 조차 좋네요 ㅠㅠㅠ..

사실 입사하고 한달동안은 수입이 없으니깐..
이것도 또 도움이되고요..

생활비며 식비며 여러가지 필요한 부분에 50만원 유용하게 잘 사용했습니다!!
정말 감사합니다",김**,2024/1 청년수당,2024-05-19
정말 필요한 복지,"청년들에게 정말 필요한 복지같습니다.
미 취업한 청년들을 위해 한달에 지원금을 지급하여 취업활동을 무리없이 할 수 있게 해주는 서울시청년수당정책은 많은 도움이 되는 정책입니다.
저 또한 덕분에 많은 도움을 받아 취업에 성공할 수 있게 되었습니다.
돈이 없어서 필요한 물품이나 밥을 먹지 못할 때 서울시청년수당을 활용해 많은 도움을 받았고 각종 자격증 공부와 면접준비시에도 서울시청년수당을 통해 공부도할 수 있어서 정말 필요한 복지라고 생각합니다.",최**,2024/1 청년수당,2024-05-19
2024 청년수당 후기,좋은 정책을 마련하여 이렇게 혜택을 받을 수 있어서 학업에 더 집중하고 정진할 수 있는 부분에 대해서 너무 감사합니다 앞으로도 많은 청년들이 혜택을 누릴 수 있는 정책이 확장되었으면 좋겠습니다,이**,2024/1 청년수당,2024-05-19
청년수당후기,"취업준비로 생활비, 자격증공부 등 전반적으로 금전적인 부담이 매우 컸는데
많은 도움과 격려가 되는것같습니다.
좋은 기회인 만큼 이 시기를 잘 이겨내서 취업했으면 좋겠습니다.

1차: 식비 및 생활비 62% 주거관련비 30% 자격증관련 8% 사용
* 주거관련비(가스비) 이체 및 이체내역서 보관",조**,2024/1 청년수당,2024-05-19
청년수당 첫달후기,이렇게 좋은 서울시 청년수당이라는 정책이 있어서 취업준비와 실생활에 많은 도움이 되었습니다. 감사합니다! 앞으로도 더 많이 알려져서 취업을 목표로하는 많은 청년들에게 이런 좋은 기회를 함께 나눴으면 좋겠습니다 :),김**,2024/1 청년수당,2024-05-19
청년수당 첫달 후기,"직접적인 금전 급부 형식의 정책경험은 코로나 이후로 처음인데, 현재 수입이 없는 취준생에게 매우 도움이 되었습니다. 독서실 같은 큰 금액 뿐만 아니라 식비나 생활용품 등 자잘하게 도움을 주어 생활습관이나 환경 또한 개선되는 것을 느끼고 있습니다. 다만 현금사용시 세세한 소명자료가 필요하여 되도록 현금사용은 지양하려 하지만 제가 이용하는 대부분의 가게에서 현금사용을 유도하기 때문에(또 이전까지는 현금을 사용해왔기에) 조금 불편한 점은 있습니다.",김**,2024/1 청년수당,2024-05-19
청년수당 후기,"좋은 기회로 서울시에서 지급해 주는 청년수당에 선정될 수 있어서 기뻤습니다!
다만 승무원 준비 기간이 길어지며, 미취업 상태로 근무를 하면서 준비를 하는게 가장 좋겠지만 승무원이 되지 못했을 경우도 생각하여 취업하게 되었습니다!
한달 청년수당을 받으며, 승무원으로써 필요한 수영능력을 기르기 위해 수영장을 등록하여 물에 대한 공포심을
없애고 있습니다.
서울시 덕분에 수영도 배울 수 있게 되어 넘 좋습니다!",전**,2024/1 청년수당,2024-05-19
청년수당 후기,월세가 55만원이여서 신한카드에 5만원을 추가한뒤 김현아님(새마을금고)에 입금을 하였습니다.,김**,2024/1 청년수당,2024-05-19
청년수당후기,"청년수당 과 청년 취업 박람회 에서 많은 경험을 쌓았고, 앞으로 나갈 수 있는 그 힘이 되었습니다. 감사합니다",유**,2024/1 청년수당,2024-05-19
청년수당,"청년수당 선정자가 되어 제일 먼저 든 감정은 안도감입니다.
현재 건강이 좋지 않아 부득이하게 이직을 미루고 있는데,
약 값 (30만원) 에 대한 부담감도, 생활비에 대한 부담감도 조금이나마 덜어져서 너무 다행입니다.
이런 감정을 느끼게 해주셔서 감사하고, 헛되이 쓰지 않도록 하겠습니다.",전**,2024/1 청년수당,2024-05-19
2024 청년수당 후기,"청년수당에 선정되었을 때, 6개월간 생활비를 걱정하지 않아도 된다는 안도감이 가장 컸습니다.
전형 탈락에 대한 스트레스에 금전적인 부담이 더해져 있었습니다.
집에서 30분 거리의 스터디카페에서 취업준비를 하다보니 늘 점심을 사먹어야 했는데, 청년수당 덕분에 한 달간 부담없이 집중할 수 있었습니다.
그 결과 1회차 수당을 잘 활용하여 취업에 성공했고 출근을 앞두고 있습니다.
좋은 기회 주셔서 어려운 시기를 잘 이겨낼 수 있었습니다. 감사합니다.",김**,2024/1 청년수당,2024-05-19
청년문화패스 후기,부담없이 문화생활 즐길 수 있게 되어 기쁩니다.,천**,2024/1 청년문화패스,2024-05-19
청년수당 후기,청년수당 덕분에 취업을 위한 자격증 강의수강 및 수험생활에 큰 도움이 되고 있습니다. 매우 감사합니다!,고**,2024/1 청년수당,2024-05-19
청년문화패스 선정,지원받은 문화패스로 재밌는 공연 관람하겠습니다!!,신**,2024/1 청년문화패스,2024-05-19
청년수당,"청년수당 과 청년 취업 박람회 가보고 많은 경험을 쌓았고, 앞으로 나갈 수 있는 그 힘이 되었습니다.",유**,2024/1 청년수당,2024-05-19
청년수당과 함께 취업준비를 하여 최종합격하였습니다.,"2024년 상반기 청년수당과 함께 취업준비를 하여 최종합격하였습니다. 대학교 졸업 후, 취업준비에 매진하는 과정에서, 경제적으로 부담을 많이 느끼기도 하였습니다. 청년수당에 선정되어 취업준비를 하게 되었을 때, 훨씬 심리적, 경제적 부담을 덜 수 있었고, 그 과정에서 자기소개서 작성과 면접 준비에 더욱 집중하여 준비할 수 있었던 것 같습니다. 비슷한 상황에 놓인 청년분들도 이러한 정책을 적극 활용하여 효과적으로 취업 준비 기간을 가지면 좋을 것 같습니다. 청년수당 덕분에 취업준비 기간에 많은 도움이 되었다는 말씀 드리고 싶습니다.",이**,2024/1 청년수당,2024-05-19
정책후기,"청년 취업을 지원하는 청년수당의 취지에 맞게 청년수당으로 취업 준비를 하는 데 많은 도움을 받았습니다.
청년수당으로 면접을 위한 교통비, 생필품 구입 등 취업 준비를 위해 필요한 자원을 구입할 수 있었습니다.
앞으로도 청년 취업 지원 제도가 활성화되어 많은 청년들에게 도움이 되었으면 좋겠습니다.",최**,2024/1 청년수당,2024-05-19
후기,감사합니다,이**,2024/1 청년문화패스,2024-05-19
청년수당 덕에 미뤄왔던 일들을 하고있습니다,"꼭 금전적인 문제가 아니더라도 그간 귀찮음 반으로
생활을 위해 필요한 부분들을 미뤄왔는데 청년수당을 지급 받고
미뤄왔던 일들을 행동으로 옮기고 있습니다 감사합니다",최**,2024/1 청년수당,2024-05-19
청년수당 정말 편리해요,생활에 많은 도움이 되고 있는 유용한 정책입니다^^,신**,2024/1 청년수당,2024-05-19
필요할 때 크게 도움되었습니다,"자금지원으로 필요한 도서 구매, 식대 해결, 통신비 납부까지 하였습니다. 좋은 정책 감사드립니다.",이**,2024/1 청년수당,2024-05-19
청년수당,감사합니다 청년수당으로 취업에 많은 도움이될 것 같아요,이**,2024/1 청년수당,2024-05-19
청년수당,미래를 위해 시험 준비하고 있는 가운데 재정적인 스트레스가 가장 컸는데 그 부분에 큰 도움이 되고 있는 정책입니다. 좋은 정책에 참여할 수 있음에 너무 감사합니다!,손**,2024/1 청년수당,2024-05-19
선정후기,재밌게 잘 이용하겠습니다 감사합니다.,한**,2024/1 청년문화패스,2024-05-19
청년수당 후기,"배우의 길을 걸어가며 생활비가 항상 부족하던 저에게 많은 도움이 되었습니다! 굶고 연습할 때도 많았는데, 덕분에 배부른 식사들을 할 수 있었습니다!",양**,2024/1 청년수당,2024-05-19
후기,너무 유용하게 사용 자랬습니다 감사합니다 서울시 청년 파이팅,강**,2023/1 대중교통비지원(카드사),2024-05-19
청년수당 덕분에 잘 취업했어요,청년수당에 선정되고 얼마 되지 않아서 취업에 성공했습니다. 사실 취업이란게 확실치 않아서 불안한 마음이 컸는데 청년수당 정책이 좀 더 편안하게 취업 관련활동에 집중할 수 있게 도움을 주었습니다.,배**,2024/1 청년수당,2024-05-19
너무 좋았습니다!,너무 좋은 정책인것 같습니다. 다른 분들도 도움이 되었으면 좋겠네요!,박**,2024/1 청년수당,2024-05-19
2024/1회차 후기,청년수당을 받을 수 있게 되어서 너무 좋아요!,손**,2024/1 청년수당,2024-05-19
청년수당 1/6 차 수령 후기,"안녕하세요 이번에 청년수당에 당첨되어 1차 50만원을 지원받았습니다.
지금 20일 정도 지난것같은데 덕분에 훨씬 여유있는 삶을 살고있다고 생각합니다.
평소 책을 많이 읽진 않지만 읽고 싶었던 책을 사기도 했고, 부모님, 조카등 데리고 식당에서 아들, 여유있게
삼촌 노릇도 하며 지내고 있습니다.
아직 총 6개월 중 1달이 지나가는 중이지만 벌써부터 금전적인 부담에 대해 조금이나마 자유로워진것같아 마음이 한결 편합니다.
앞으로 거의 대부분 식비, 교통비로 지출이 될 것으로 예상되며 현재 하고 있는 일에 대한 장비구매로 현재 일에 더 집중 할 수있게 될것같습니다.
청년들을 위한 좋은 정책이라 생각합니다. 진심으로 감사합니다.",박**,2024/1 청년수당,2024-05-19
청년문화패스,재밌는 공연보는데 잘 이용하도록 하겠습니다. 감사해요,장**,2024/1 청년문화패스,2024-05-18
청년수당 정책 관련 후기,취업에 힘든 청년들의 생활비 충당을 위한 정책을 만들어 주셔서 선정해 주셔서 감사합니다!,이**,2024/1 청년수당,2024-05-18
너무나 도움이 된 청년수당 후기,"자격증을 준비하는 중에 선정 된 청년수당, 금전적으로도 심적으로도 너무 큰 도움을 받았어요
대부분 식비와 생활비로 사용되었지만 아주 큰 도움이 되었습니다.",박**,2024/1 청년수당,2024-05-18
선정후기,선정해주셔서 감사합니다,배**,2024/1 청년문화패스,2024-05-18
청년에게 꼭 필요한 정책,"취업을 위한 도서 구매나 식비, 교통비 등 꼭 필요한 부분에 지원을 받을 수 있었습니다.
아직 짧은 시간이지만 정말 많은 도움이 되는 것을 실감할 수 있네요.
앞으로도 청년들을 위한 지원이 늘어나 경제 발전에 도움이 되었으면 좋겠습니다. :)",이**,2024/1 청년수당,2024-05-18
최고의 정책,방세를 낼수 있어 너무좋아요,양**,2024/1 청년수당,2024-05-18
너무 좋은 정책입니다,"취업 준비를 하다보면 금전적으로 많이 빠듯하고, 여유가 없는데 심적으로도 많은 힘이 되는 정책이라 생각합니다.",김**,2024/1 청년수당,2024-05-18
👍최고의 정책,"취준하면서 이리저리 돈들어갈곳이 많은데,, 이런 정책 마련해주시고 참여할수있게 해주셔서 너무 감사합니다!!",김**,2024/1 청년수당,2024-05-18
청년의 부담을 덜어주는 정책,"청년수당 덕분에
식비,생활용품에 대한 부담이 줄어
제 진로와 꿈에 좀 더 집중할 수 있었습니다.
좋은 기회 주셔서 감사합니다",양**,2024/1 청년수당,2024-05-18
청년수당 정책후기,자격증을 취득하는데에 생각보다 많은 비용이 들어가는데 청년수당이 있어서 얼마나 든든한지 모르겠다,남**,2024/1 청년수당,2024-05-18
청년수당 정책후기,"대략 요즘 시급1만원으로 계산시 한달에 50시간 일주일에12.5시간 일을 해야 받을 수 있는 돈을 서울시에서 지원해줍니다.
저와 같이 자격증 시험을 준비중인 학생들에게 일주일에 12.5시간을 세이브하고 공부에 집중할 수 있게 해준다는 점에서 이 정책에 매우 만족합니다. 강의료, 버스비, 책값 등으로 유용하게 사용하겠습니다.",박**,2024/1 청년수당,2024-05-18
청년정책중 가장 도움이 되는 정책,"청년 정책 중 취업을 준비하여 가장 도움이 많이 되었던 정책이라 후기를 남깁니다.

다른 정책들과 달리 신청 작업이 복잡하거나 시일이 오래 걸리지 않았고,
신청 대상자가 선정되기 까지 과정과 신청 과정이 간단하여 좋았습니다.

해당 정책을 통해 한달 밖에 지원을 받지 못하였지만, 50만원의 돈으로 5월 스승의날과 어버이날 선물을 소소하게나마 마련할 수 있었고, 대부분의 금액을 교통비와 식비로 지출했습니다.

만약 추후에 더 활용할 수 있는 기회가 있었으면 자기개발비로 도서를 구매할 예정이었으나 이것을 활용하지 못해 아쉬운 부분이 있습니다. 앞으로도 이러한 현금성 복지 정책이 많았으면 좋겠습니다.",박**,2024/1 청년수당,2024-05-18
청년수당2024,"청년들에게 좋은 기회가 될 수 있다고 생각합니다.
다양한 활동을 하기에 이러한 지원 정책들이 있어 다행이며, 많은 기회에 더불어 여러 활동을 진행할 수 있게 만들어 주셔서 감사합니다.",정**,2024/1 청년수당,2024-05-18
청년수당 정책후기,청년들을 위한 좋은 정책으로써 정말로 필요로 할 때 큰 힘이 되어주고 많은 도움을 받음으로써 보다 더 좋은 미래를 꿈꾸며 많은 청년분들이 더 많은 혜택을 받을 수 있으면 좋겠습니다. 감사합니다,김**,2024/1 청년수당,2024-05-18
청년수당후기,좋은결과를 내도록 노력하겠습니다. 감사합니다.,김**,2024/1 청년수당,2024-05-18
청년수당 후기,"취업에 도움이 될 수 있게 도움받을 수 있는 부분에 있어서 너무 좋은거 같아요
도움 받은만큼 좋은결과를 얻을 수 있게 노력해보겠습니다. 감사합니다.",최**,2024/1 청년수당,2024-05-18
좋아요,좋아요!,윤**,2024/1 청년문화패스,2024-05-18
2024 청년수당 후기,"서울에 홀로 상경해 음악 활동을 하며 지내고 있었고
2024 청년수당에 선정되어 지원을 받았습니다.

좋은 정책 덕분에 보다 나은 하루하루를 보낼 수 있었습니다.
저의 주된 지출은 거의 식비로 사용했고
그 외 전기세, 가스비 등 공과금으로 지출하여 사용했으며, 독서를 위한 지출을 했습니다.

덕분에 음악학원 단기 근로자였던 저는 운이 좋게도 앞으로도 쭉 함께 할 수 있게 되었고
청년수당의 지원금을 받아 일을 하면서도 심적으로 많이 여유가 있어
더욱 일을 집중해서 할 수 있었으며 덕분에 이런 좋은 결과를 얻을 수 있지 않았나 싶습니다.
다시 한 번 정말 감사드립니다.",김**,2024/1 청년수당,2024-05-18
청년수당 후기,현재 가족들이랑 함께살면서 집안사정상 재정적으로 많이 힘든상태인데 청년수당 덕분에 생활비 신경안쓰고 창업활동 이어나갈수있어서 너무 좋습니다. 정말 감사합니다,김**,2024/1 청년수당,2024-05-18
청년수당 감사합니다.,"청년수당 선정 후 1회차를 수령하였습니다.
1개월동안 그 동안 사지못했던 생활용품도 구매 할 수 있었고, 요즘 물가가 올라서 서적을 구매하고 싶어도 고민하게 되는데 고민없이 구매할 수 있게 해주셔서 감사합니다.",전**,2024/1 청년수당,2024-05-18
청년수당 정책 후기,"아직 1회차만 받은 상태이지만, 정책에 대한 만족도가 상당히 높습니다.
우선 사용하는 곳이나 사용방법이 너무 제한적이지 않다는 점이 상당히 좋습니다.
취업을 준비하는 제 입장에서 50만원은 상당히 큰 돈이라 느껴지는데, 취업 준비기간동안 6개월 지원을 받을 수 있어 취업 준비에만 오롯이 집중 할 수 있다는 점에서 마음에 듭니다.
앞으로도 청년들을 위한 많은 정책을 펼쳐주신다면 적극적으로 참여해보겠습니다.",최**,2024/1 청년수당,2024-05-18
청년수당 후기,좋아요. 감사합니다.,노**,2024/1 청년수당,2024-05-18
청년수당 감사합니다.,"재취업 준비 중이라 자격증 시험 응시료, 교재비이 꽤 나가 부담이 됐었는데 덕분에 부담을 많이 덜었습니다.
그외 생활비도 어느 정도 충당할 수 있어서 조금 더 여유로운 마음으로 재취업 준비 중입니다.
감사합니다.",이**,2024/1 청년수당,2024-05-18
청년수당 정말 유익하네요,덕분에 금전 걱정 없이 취업준비에만 몰두할 수 있어서 정말 좋네요.,김**,2024/1 청년수당,2024-05-18
송호락,"이 사업 덕분에 돈에대한 걱정을 덜해서
취업에 집중할수 있어 너무 좋고 삶의질이 올라가 행복합니다
많은 어려운 청년들이 도움을 받을수 있으면 좋겠습니다",송**,2024/1 청년수당,2024-05-18
청년수당 최고(다만 물가반영률이 아쉬운),"청년수당은 정말정말 좋은 정책이라고 생각해 왔었고, 기회가 되면 저도 꼭 참여하고 싶은 정책이었습니다.
이번 기회에 참여하게 되어서 너무 좋았습니다.
다만 물가가 올라서인지, 50만원이 10여년 전의 50만원과 다른 느낌이 드는 건 어쩔 수 없네요ㅠㅠ
그럼에도 정말 좋았던 건, 갑작스럽게 몸이 안 좋은 상황에서 50만원이라는 여유 자금이 있어서 든든했다는 점입니다.
4월 말에 갑자기 폐렴에 걸려서 병원에서 수액을 두 차례 맞고, 여러 병원을 전전하는 과정에서 진료비와 처방전 금액만 해도 장난이 아니었습니다. 저 혼자의 돈으로는 해결할 수 없었을 거에요.
감사드립니다.",황**,2024/1 청년수당,2024-05-18
청년문화패스,"가고싶었던 공연,뮤지컬을 갈 수 있어서 좋아요",조**,2024/1 청년문화패스,2024-05-18
청년수당 정책후기,좋아요,김**,2024/1 청년수당,2024-05-18
청년문화패스!,평소 문화 생활을 영화로만 경험했는데 선택의 폭이 넓어져서 좋네요 감사합니다!,최**,2024/1 청년문화패스,2024-05-18
청년수당 정책 후기,"서울시에서 지원하는 청년 수당 정책에 선정되어 지원을 받았습니다.
덕분에 금전적인 걱정 없이 자기계발 및 구직 활동에 전념하여 취업에 성공할 수 있었습니다.
한 가지 아쉬운 부분이 존재하였는데, 저는 IT와 관련된 직무를 원했기 때문에 최근 개발에 필수적인 ChatGPT을 청년 수당 카드를 통해 결제하려 했으나 불가능 했습니다.",송**,2024/1 청년수당,2024-05-18
청년문화패스 선정,청년문화패스에 선정됐다! 여유가 없어서 평소 보고싶은 것 가보고 싶은 곳에 못갔는데 너무 좋다!,김**,2024/1 청년문화패스,2024-05-18
서울시 청년수당 정책 너무 감사합니다.,"제가 현재 기존에 공부했던 전공이 아닌
새로운 꿈을 위해 다른 공부를 하고 있는데,
일정치 않은 스케쥴 때문에 단기 알바 외에는 하기가 힘든 상황이었습니다.
그러나 이렇게 청년수당 지원대상자로 합격시켜주셔서
너무 감사합니다.
꼭 원하는 바를 이뤄서
저도 다른 분들을 돕고 보은 할 수 있는 사람이 되겠습니다.
다시 한 번 정말 감사합니다.",김**,2024/1 청년수당,2024-05-18
짧은 시간이었지만 도움이 되었습니다,"취업을 하려고 토익 갱신과 통번역 공부 할 교제가 더 필요했는데 구매할 수 있는 기회가 생겨서 너무 감사했습니다.
비록 취업을 하여 더 이상 진행을 못하게 되는게 아쉽지만 너무 갚진 경험이었습니다",김**,2024/1 청년수당,2024-05-17
청년수당,평소 부담스러워서 엄두를 내지 못했던 자격증 시험비나 취업강의를 수강할 수 있어 좋았습니다.,오**,2024/1 청년수당,2024-05-17
후기,좋은 청년 정책에 선정되어서 기쁩니다,박**,2024/1 청년문화패스,2024-05-17
